1:1646875:1842500	1:2112500:2342500
12:116745000:117182500	12:117187500:117647500
12:117187500:117647500	12:117672500:118328750
12:117672500:118328750	12:120387500:120535000
12:120387500:120535000	12:120968750:121750000
12:120968750:121750000	12:121760000:121910000
12:121760000:121910000	12:122270625:122697500
12:122270625:122697500	12:122702500:122957500
12:122702500:122957500	12:123452500:123742500
12:123452500:123742500	12:123747500:124170000
12:123747500:124170000	12:124250000:124502500
12:124250000:124502500	12:133434375:133825101
12:133434375:133825101	13:20005000:20742500
13:20005000:20742500	13:21632500:22120000
13:21632500:22120000	13:22157500:23049375
13:22157500:23049375	13:23153750:23530000
13:23153750:23530000	13:24567500:24957500
13:24567500:24957500	13:25137500:25352500
13:25137500:25352500	13:26030000:26672500
13:26030000:26672500	13:27527500:27925000
13:27527500:27925000	13:27930000:28527500
13:27930000:28527500	13:28575000:28855000
13:28575000:28855000	13:28860000:29402500
13:28860000:29402500	13:29450000:29985000
13:29450000:29985000	13:30072500:30682500
13:30072500:30682500	13:30687500:31633750
13:30687500:31633750	13:32367500:32885000
13:32367500:32885000	13:32890000:33147500
13:32890000:33147500	13:33152500:33357500
13:33152500:33357500	13:33565000:34505000
13:33565000:34505000	13:34592500:35492500
13:34592500:35492500	13:36812500:37630000
13:36812500:37630000	13:38635000:39517500
13:38635000:39517500	13:39545000:40227500
13:39545000:40227500	13:40385000:41350000
13:40385000:41350000	13:41435000:41637500
13:41435000:41637500	13:41642500:41897500
13:41642500:41897500	13:41902500:42750000
13:41902500:42750000	13:42870000:43167500
13:42870000:43167500	13:43702500:44452500
13:43702500:44452500	13:44457500:45042500
13:44457500:45042500	13:45047500:45592500
13:45047500:45592500	13:45597500:46003750
13:45597500:46003750	13:46116250:46520000
13:46116250:46520000	13:46712500:47012500
13:46712500:47012500	13:47029375:47387500
13:47029375:47387500	13:47392500:48492500
13:47392500:48492500	13:48497500:48897500
13:48497500:48897500	13:48902500:49432500
13:48902500:49432500	13:49795000:50227500
13:49795000:50227500	13:50232500:50443125
13:50232500:50443125	13:50470000:51672500
13:50470000:51672500	13:51677500:51892500
13:51677500:51892500	13:51897500:52861250
13:51897500:52861250	13:52883750:53086250
13:52883750:53086250	13:54087500:55287500
13:54087500:55287500	13:57788125:58797500
13:57788125:58797500	13:59447500:59860000
13:59447500:59860000	13:60275000:61215000
13:60275000:61215000	13:63887500:64375000
13:63887500:64375000	13:64411250:64957500
13:64411250:64957500	13:67215000:67997500
13:67215000:67997500	13:68852500:69405000
13:68852500:69405000	13:69767500:70197500
13:69767500:70197500	13:71298750:71705000
13:71298750:71705000	13:71802500:72555000
13:71802500:72555000	13:73792500:74212500
13:73792500:74212500	13:74242500:75002500
13:74242500:75002500	13:76242500:77540000
13:76242500:77540000	13:77837500:78150000
13:77837500:78150000	13:78155000:78340000
13:78155000:78340000	13:78345000:78707500
13:78345000:78707500	13:78712500:79122500
13:78712500:79122500	13:79152500:80067500
13:79152500:80067500	13:80170000:80865000
13:80170000:80865000	13:80897500:81630625
13:80897500:81630625	13:84502500:85290000
13:84502500:85290000	13:85395000:86722500
13:85395000:86722500	13:88450000:89742500
13:88450000:89742500	13:90570625:91504375
13:90570625:91504375	13:91647500:92505000
13:91647500:92505000	13:92880000:94567500
13:92880000:94567500	13:94572500:95082500
13:94572500:95082500	13:95737500:96135000
13:95737500:96135000	13:96140000:96560000
13:96140000:96560000	13:96672500:97535000
13:96672500:97535000	13:97682500:98127500
13:97682500:98127500	13:99062500:99482500
13:99062500:99482500	13:99495000:99692500
13:99495000:99692500	13:99785000:100100000
13:99785000:100100000	13:100105000:100282500
13:100105000:100282500	13:103200000:103537500
13:103200000:103537500	13:103542500:103837500
13:103542500:103837500	13:109577500:110842500
13:109577500:110842500	13:111082500:111575625
13:111082500:111575625	13:111707500:112038750
13:111707500:112038750	13:112467500:112943750
13:112467500:112943750	13:114717500:115099885
13:114717500:115099885	14:20731875:21077500
14:20731875:21077500	14:21167500:21452500
14:21167500:21452500	14:21457500:21627500
14:21457500:21627500	14:21652500:22055000
14:21652500:22055000	14:22645000:23032500
14:22645000:23032500	14:23037500:23572500
14:23037500:23572500	14:24055000:24420000
14:24055000:24420000	14:24425000:24812500
14:24425000:24812500	14:24817500:24925000
14:24817500:24925000	14:25182500:25720000
14:25182500:25720000	14:26005000:26925000
14:26005000:26925000	14:27150000:27408125
14:27150000:27408125	14:29130000:29966875
14:29130000:29966875	14:29982500:30210000
14:29982500:30210000	14:31007500:31325000
14:31007500:31325000	14:31407500:31650000
14:31407500:31650000	14:31670000:31885000
14:31670000:31885000	14:31890000:33000000
14:31890000:33000000	14:33420000:33985000
14:33420000:33985000	14:35582500:35942500
14:35582500:35942500	14:35947500:36337500
14:35947500:36337500	14:36342500:36872500
14:36342500:36872500	14:39497500:39980625
14:39497500:39980625	14:40407500:41103125
14:40407500:41103125	14:41682500:42005000
14:41682500:42005000	14:42542500:43310000
14:42542500:43310000	14:45322500:45797500
14:45322500:45797500	14:48995000:49882500
14:48995000:49882500	14:50032500:50577500
14:50032500:50577500	14:50755000:51007500
14:50755000:51007500	14:51012500:51352500
14:51012500:51352500	14:51362500:51557500
14:51362500:51557500	14:51700000:52235000
14:51700000:52235000	14:52265000:52472500
14:52265000:52472500	14:52487500:52767500
14:52487500:52767500	14:53271250:53763125
14:53271250:53763125	14:53795000:54822500
14:53795000:54822500	14:55467500:55657500
14:55467500:55657500	14:55662500:55882500
14:55662500:55882500	14:55902500:56142500
14:55902500:56142500	14:56147500:56942500
14:56147500:56942500	14:56990000:58005000
14:56990000:58005000	14:58645000:58912500
14:58645000:58912500	14:58927500:59503125
14:58927500:59503125	14:59570000:59977500
14:59570000:59977500	14:60052500:60390000
14:60052500:60390000	14:60395000:60537500
14:60395000:60537500	14:60542500:60732500
14:60542500:60732500	14:61042500:61737500
14:61042500:61737500	14:61742500:62360000
14:61742500:62360000	14:62365000:62660000
14:62365000:62660000	14:62670000:63810000
14:62670000:63810000	14:63815000:64247500
14:63815000:64247500	14:64797500:65127500
14:64797500:65127500	14:66777500:67812500
14:66777500:67812500	14:67817500:68032500
14:67817500:68032500	14:68037500:68238125
14:68037500:68238125	14:68637500:69392500
14:68637500:69392500	14:69592500:70025000
14:69592500:70025000	14:70047500:70267500
14:70047500:70267500	14:70272500:70517500
14:70272500:70517500	14:72405000:72932500
14:72405000:72932500	14:72937500:73485000
14:72937500:73485000	14:74177500:74550000
14:74177500:74550000	14:74555000:74732500
14:74555000:74732500	14:75257500:75382500
14:75257500:75382500	14:75387500:75572500
14:75387500:75572500	14:75577500:75782500
14:75577500:75782500	14:75787500:76142500
14:75787500:76142500	14:76147500:76487500
14:76147500:76487500	14:76502500:77167500
14:76502500:77167500	14:77255000:77572500
14:77255000:77572500	14:77621250:78297500
14:77621250:78297500	14:78302500:79147500
14:78302500:79147500	14:79820000:80503125
14:79820000:80503125	14:81382500:81717500
14:81382500:81717500	14:81800000:82137500
14:81800000:82137500	14:82765000:82932500
14:82765000:82932500	14:85715000:86160000
14:85715000:86160000	14:87682500:88106250
14:87682500:88106250	14:88350000:89017500
14:88350000:89017500	14:89127500:89462500
14:89127500:89462500	14:90605000:91282500
14:90605000:91282500	14:91287500:91660000
14:91287500:91660000	14:91772500:91932500
14:91772500:91932500	14:92027500:92523125
14:92027500:92523125	14:92570000:93332500
14:92570000:93332500	14:93337500:93625000
14:93337500:93625000	14:93645000:94200000
14:93645000:94200000	14:94423125:94767500
14:94423125:94767500	14:95517500:95880000
14:95517500:95880000	14:96000000:96540000
14:96000000:96540000	14:96545000:96752500
14:96545000:96752500	14:96757500:97042500
14:96757500:97042500	14:97192500:97850000
14:97192500:97850000	14:98410000:99799375
14:98410000:99799375	14:100415000:100692500
14:100415000:100692500	14:101266250:102127500
14:101266250:102127500	14:102132500:102818125
14:102132500:102818125	14:103152500:103584375
14:103152500:103584375	14:104026250:104225000
14:104026250:104225000	14:104547500:105152500
14:104547500:105152500	14:106855625:107276678
14:106855625:107276678	15:22689375:23336250
15:22689375:23336250	15:23525625:24380000
15:23525625:24380000	15:25075000:25293750
15:25075000:25293750	15:25497500:25757500
15:25497500:25757500	15:25922500:26542500
15:25922500:26542500	15:28910625:30512500
15:28910625:30512500	15:30787500:31442500
15:30787500:31442500	15:31447500:31971875
15:31447500:31971875	15:32000625:32566250
15:32000625:32566250	15:32798750:33302500
15:32798750:33302500	15:33407500:34232500
15:33407500:34232500	15:34312500:34527500
15:34312500:34527500	15:34912500:35307500
15:34912500:35307500	15:35312500:35745000
15:35312500:35745000	15:37725000:38172500
15:37725000:38172500	15:38250000:38710000
15:38250000:38710000	15:38715000:39090000
15:38715000:39090000	15:39222500:39955000
15:39222500:39955000	15:40287500:40632500
15:40287500:40632500	15:40776250:41160000
15:40776250:41160000	15:41187500:41495000
15:41187500:41495000	15:41500000:41712500
15:41500000:41712500	15:41747500:42126250
15:41747500:42126250	15:42275000:42442500
15:42275000:42442500	15:42962500:43959375
15:42962500:43959375	15:44830000:45130625
15:44830000:45130625	15:46657500:47365000
15:46657500:47365000	15:47672500:48425000
15:47672500:48425000	15:49017500:49463125
15:49017500:49463125	15:49480000:49742500
15:49480000:49742500	15:50950000:51320000
15:50950000:51320000	15:51325000:51897500
15:51325000:51897500	15:51902500:52087500
15:51902500:52087500	15:52570000:53107500
15:52570000:53107500	15:53112500:54062500
15:53112500:54062500	15:54217500:55417500
15:54217500:55417500	15:55437500:55780000
15:55437500:55780000	15:56245000:56727500
15:56245000:56727500	15:56732500:57422500
15:56732500:57422500	15:57427500:57630000
15:57427500:57630000	15:57660000:57842500
15:57660000:57842500	15:58462500:58875000
15:58462500:58875000	15:59097500:59452500
15:59097500:59452500	15:59532500:59840000
15:59532500:59840000	15:59975000:60512500
15:59975000:60512500	15:60635000:60862500
15:60635000:60862500	15:60867500:61400000
15:60867500:61400000	15:61607500:62117500
15:61607500:62117500	15:62122500:62427500
15:62122500:62427500	15:62612500:63195000
15:62612500:63195000	15:63740000:63897500
15:63740000:63897500	15:63907500:64022500
15:63907500:64022500	15:64027500:64465000
15:64027500:64465000	15:64470000:64687500
15:64470000:64687500	15:64697500:64957500
15:64697500:64957500	15:65325000:65600000
15:65325000:65600000	15:66658750:66830000
15:66658750:66830000	15:66842500:67152500
15:66842500:67152500	15:67157500:67640000
15:67157500:67640000	15:67737500:68152500
15:67737500:68152500	15:68170000:68535000
15:68170000:68535000	15:68747500:69247500
15:68747500:69247500	15:69257500:69755000
15:69257500:69755000	15:69760000:70377500
15:69760000:70377500	15:70382500:71157500
15:70382500:71157500	15:72025000:72467500
15:72025000:72467500	15:72965625:73087500
15:72965625:73087500	15:73092500:73510000
15:73092500:73510000	15:75302500:75555000
15:75302500:75555000	15:75585000:75991250
15:75585000:75991250	15:76014375:76242500
15:76014375:76242500	15:76247500:76452500
15:76247500:76452500	15:77162500:78000000
15:77162500:78000000	15:79595000:80107500
15:79595000:80107500	15:80140000:80677500
15:80140000:80677500	15:80707500:81257500
15:80707500:81257500	15:81542500:81710000
15:81542500:81710000	15:81715000:82737500
15:81715000:82737500	15:83052500:83732500
15:83052500:83732500	15:83896250:84911875
15:83896250:84911875	15:85469375:85727500
15:85469375:85727500	15:85752500:86400000
15:85752500:86400000	15:86485000:87489375
15:86485000:87489375	15:87540000:87807500
15:87540000:87807500	15:88920000:89437500
15:88920000:89437500	15:89587500:89882500
15:89587500:89882500	15:90191250:90652500
15:90191250:90652500	15:90837500:91540000
15:90837500:91540000	15:91597500:91852500
15:91597500:91852500	15:91925000:92686250
15:91925000:92686250	15:93272500:93585000
15:93272500:93585000	15:94652500:95177500
15:94652500:95177500	15:98400000:98842500
15:98400000:98842500	15:98970000:99657500
15:98970000:99657500	15:99775000:100467500
15:99775000:100467500	15:100472500:101122500
15:100472500:101122500	15:101132500:101430000
15:101132500:101430000	15:101435000:101552500
15:101435000:101552500	15:101557500:101827500
15:101557500:101827500	15:101832500:102402500
15:101832500:102402500	16:1300625:1847500
16:1300625:1847500	16:2286875:2608125
16:2286875:2608125	16:4410000:4762500
16:4410000:4762500	16:4801875:5173750
16:4801875:5173750	16:8572500:8967500
16:8572500:8967500	16:8974375:9242500
16:8974375:9242500	16:9257500:10275000
16:9257500:10275000	16:10290000:10607500
16:10290000:10607500	16:10612500:10827500
16:10612500:10827500	16:10837500:11032500
16:10837500:11032500	16:11037500:11487500
16:11037500:11487500	16:11612500:12028125
16:11612500:12028125	16:12172500:12507500
16:12172500:12507500	16:12592500:12947500
16:12592500:12947500	16:13002500:13965000
16:13002500:13965000	16:13977500:14375000
16:13977500:14375000	16:14380000:14841250
16:14380000:14841250	16:15408750:15825000
16:15408750:15825000	16:15835000:16435000
16:15835000:16435000	16:16715000:18330000
16:16715000:18330000	16:20591250:20735000
16:20591250:20735000	16:21162500:21587500
16:21162500:21587500	16:21592500:21751250
16:21592500:21751250	16:21763750:22328750
16:21763750:22328750	16:22548750:23137500
16:22548750:23137500	16:23627500:24057500
16:23627500:24057500	16:24062500:24527500
16:24062500:24527500	16:24532500:24883125
16:24532500:24883125	16:27101250:27647500
16:27101250:27647500	16:28770000:29082500
16:28770000:29082500	16:31515000:32235000
16:31515000:32235000	16:32471250:32982500
16:32471250:32982500	16:34163750:38077500
16:34163750:38077500	16:48372500:48732500
16:48372500:48732500	16:51012500:52090000
16:51012500:52090000	16:52257500:52982500
16:52257500:52982500	16:55845000:56385000
16:55845000:56385000	16:56800000:57322500
16:56800000:57322500	16:57327500:57592500
16:57327500:57592500	16:58045000:58547500
16:58045000:58547500	16:58552500:58820000
16:58552500:58820000	16:66418750:66935000
16:66418750:66935000	16:66957500:67213750
16:66957500:67213750	16:67221250:67497500
16:67221250:67497500	16:67502500:67693750
16:67502500:67693750	16:67701250:67820000
16:67701250:67820000	16:67830000:68270000
16:67830000:68270000	16:68390000:68552500
16:68390000:68552500	16:69185000:69337500
16:69185000:69337500	16:69342500:70127500
16:69342500:70127500	16:70697500:71277500
16:70697500:71277500	16:71417500:71682500
16:71417500:71682500	16:71797500:72100000
16:71797500:72100000	16:72142500:73287500
16:72142500:73287500	16:73375000:74325000
16:73375000:74325000	16:74400000:74722500
16:74400000:74722500	16:74987500:75183750
16:74987500:75183750	16:75191250:75452500
16:75191250:75452500	16:75492500:75862500
16:75492500:75862500	16:77215000:77667500
16:77215000:77667500	16:77672500:78082500
16:77672500:78082500	16:78127500:78817500
16:78127500:78817500	16:78822500:79382500
16:78822500:79382500	16:79440000:79672500
16:79440000:79672500	16:79692500:80557500
16:79692500:80557500	16:80562500:80995000
16:80562500:80995000	16:81010000:81767500
16:81010000:81767500	16:82445000:83668750
16:82445000:83668750	16:84085000:84238125
16:84085000:84238125	16:84522500:85157500
16:84522500:85157500	16:85251250:85665000
16:85251250:85665000	16:85679375:85837500
16:85679375:85837500	16:85842500:86097500
16:85842500:86097500	16:86140000:86625000
16:86140000:86625000	16:88848750:89292500
16:88848750:89292500	16:89297500:89666250
16:89297500:89666250	16:89740625:90152500
16:89740625:90152500	17:1237500:1475000
17:1237500:1475000	17:1957500:2247500
17:1957500:2247500	17:2407500:2605625
17:2407500:2605625	17:2935000:3557500
17:2935000:3557500	17:3742500:4042500
17:3742500:4042500	17:4608125:4786250
17:4608125:4786250	17:5052500:5402500
17:5052500:5402500	17:5442500:6358750
17:5442500:6358750	17:6807500:6932500
17:6807500:6932500	17:6937500:7132500
17:6937500:7132500	17:7176250:7528750
17:7176250:7528750	17:7610000:7967500
17:7610000:7967500	17:8237500:8952500
17:8237500:8952500	17:9702500:10527500
17:9702500:10527500	17:10532500:10795000
17:10532500:10795000	17:10807500:12121250
17:10807500:12121250	17:12166250:12962500
17:12166250:12962500	17:13442500:14096250
17:13442500:14096250	17:14212500:15077500
17:14212500:15077500	17:15162500:15516875
17:15162500:15516875	17:15895000:16636250
17:15895000:16636250	17:16728750:17227500
17:16728750:17227500	17:17232500:17548750
17:17232500:17548750	17:17556250:18048750
17:17556250:18048750	17:18706250:18977500
17:18706250:18977500	17:20736250:21593125
17:20736250:21593125	17:24519375:25672500
17:24519375:25672500	17:25677500:25996250
17:25677500:25996250	17:26795000:26962500
17:26795000:26962500	17:27037500:27280000
17:27037500:27280000	17:27285000:27460000
17:27285000:27460000	17:28122500:28447500
17:28122500:28447500	17:29862500:30367500
17:29862500:30367500	17:30762500:30955000
17:30762500:30955000	17:31092500:31310000
17:31092500:31310000	17:32097500:32207500
17:32097500:32207500	17:32492500:32720000
17:32492500:32720000	17:32725000:33252500
17:32725000:33252500	17:33257500:33470000
17:33257500:33470000	17:33475000:33917500
17:33475000:33917500	17:33922500:34240000
17:33922500:34240000	17:34255000:34875000
17:34255000:34875000	17:35762500:36467500
17:35762500:36467500	17:37607500:37902500
17:37607500:37902500	17:37922500:38118125
17:37922500:38118125	17:38145000:38347500
17:38145000:38347500	17:38510000:38702500
17:38510000:38702500	17:38772500:38985000
17:38772500:38985000	17:38990000:39865000
17:38990000:39865000	17:39977500:40708125
17:39977500:40708125	17:41442500:41618750
17:41442500:41618750	17:41757500:41972500
17:41757500:41972500	17:42596250:42847500
17:42596250:42847500	17:43241875:43546250
17:43241875:43546250	17:43648750:43982500
17:43648750:43982500	17:44030000:44473750
17:44030000:44473750	17:44681250:44875000
17:44681250:44875000	17:45059375:45727500
17:45059375:45727500	17:46217500:46812500
17:46217500:46812500	17:47350000:47487500
17:47350000:47487500	17:47641250:47930000
17:47641250:47930000	17:48817500:49060000
17:48817500:49060000	17:49065000:49387500
17:49065000:49387500	17:50016250:51317500
17:50016250:51317500	17:52932500:53407500
17:52932500:53407500	17:53422500:53602500
17:53422500:53602500	17:53607500:54002500
17:53607500:54002500	17:54875000:55040000
17:54875000:55040000	17:55100000:55917500
17:55100000:55917500	17:55922500:56262500
17:55922500:56262500	17:56282500:56582500
17:56282500:56582500	17:56587500:57237500
17:56587500:57237500	17:57280000:57651250
17:57280000:57651250	17:58179375:58750000
17:58179375:58750000	17:58755000:59492500
17:58755000:59492500	17:59700000:59995000
17:59700000:59995000	17:60000000:60317500
17:60000000:60317500	17:60472500:61034375
17:60472500:61034375	17:61043125:61505000
17:61043125:61505000	17:61695000:61922500
17:61695000:61922500	17:61927500:62220000
17:61927500:62220000	17:62225000:62426250
17:62225000:62426250	17:62448750:62788125
17:62448750:62788125	17:63202500:64245000
17:63202500:64245000	17:65055000:65330000
17:65055000:65330000	17:65335000:65712500
17:65335000:65712500	17:66244375:66535000
17:66244375:66535000	17:66540000:67317500
17:66540000:67317500	17:67530000:68647500
17:67530000:68647500	17:69177500:69902500
17:69177500:69902500	17:69972500:70372500
17:69972500:70372500	17:70657500:71120625
17:70657500:71120625	17:73230000:73417500
17:73230000:73417500	17:73588750:73757500
17:73588750:73757500	17:74010625:74407500
17:74010625:74407500	17:74786250:75057500
17:74786250:75057500	17:75062500:75252500
17:75062500:75252500	17:75257500:75481250
17:75257500:75481250	17:75493750:76090000
17:75493750:76090000	17:76095000:76257500
17:76095000:76257500	17:76262500:76443125
17:76262500:76443125	17:77075000:77671875
17:77075000:77671875	17:77685625:77973750
17:77685625:77973750	17:78377500:79227500
17:78377500:79227500	17:79270000:79658750
17:79270000:79658750	17:80095625:80617500
17:80095625:80617500	18:62500:862500
18:62500:862500	18:1444375:2307500
18:1444375:2307500	18:2317500:2540000
18:2317500:2540000	18:2545000:2812500
18:2545000:2812500	18:3270000:3725000
18:3270000:3725000	18:4207500:4909375
18:4207500:4909375	18:5012500:5625000
18:5012500:5625000	18:5975000:6682500
18:5975000:6682500	18:8592500:9045000
18:8592500:9045000	18:9050625:9316250
18:9050625:9316250	18:9328750:9552500
18:9328750:9552500	18:9567500:9910000
18:9567500:9910000	18:9922500:10627500
18:9922500:10627500	18:10795000:11638750
18:10795000:11638750	18:11646250:12205625
18:11646250:12205625	18:12275000:12657500
18:12275000:12657500	18:12662500:12957500
18:12662500:12957500	18:13160000:13835000
18:13160000:13835000	18:13843750:14620000
18:13843750:14620000	18:17730625:18725625
18:17730625:18725625	18:18739375:19597500
18:18739375:19597500	18:19926250:20322500
18:19926250:20322500	18:21177500:21755000
18:21177500:21755000	18:22077500:22312500
18:22077500:22312500	18:22322500:22872500
18:22322500:22872500	18:22945000:23487500
18:22945000:23487500	18:26102500:26437500
18:26102500:26437500	18:28180000:28737500
18:28180000:28737500	18:29427500:29725000
18:29427500:29725000	18:30130000:30867500
18:30130000:30867500	18:31057500:32372500
18:31057500:32372500	18:32800000:32967500
18:32800000:32967500	18:32972500:33320000
18:32972500:33320000	18:33325000:33587500
18:33325000:33587500	18:34677500:34972500
18:34677500:34972500	18:39967500:40903750
18:39967500:40903750	18:41142500:41595000
18:41142500:41595000	18:42227500:43127500
18:42227500:43127500	18:43207500:43687500
18:43207500:43687500	18:43832500:44314375
18:43832500:44314375	18:44323125:44547500
18:44323125:44547500	18:44552500:45287500
18:44552500:45287500	18:45292500:45997500
18:45292500:45997500	18:47032500:47402500
18:47032500:47402500	18:47487500:47992500
18:47487500:47992500	18:48317500:48607500
18:48317500:48607500	18:48612500:49022500
18:48612500:49022500	18:49170000:49902500
18:49170000:49902500	18:51657500:51927500
18:51657500:51927500	18:52872500:54320000
18:52872500:54320000	18:54332500:55245000
18:54332500:55245000	18:55250000:55517500
18:55250000:55517500	18:55532500:55875000
18:55532500:55875000	18:56112500:56432500
18:56112500:56432500	18:57690000:58261875
18:57690000:58261875	18:58430000:58695000
18:58430000:58695000	18:58717500:58972500
18:58717500:58972500	18:59212500:59777500
18:59212500:59777500	18:59817500:60262500
18:59817500:60262500	18:60267500:60662500
18:60267500:60662500	18:60725000:61152500
18:60725000:61152500	18:61162500:61682500
18:61162500:61682500	18:61695000:62097500
18:61695000:62097500	18:62236250:62840000
18:62236250:62840000	18:64822500:66355000
18:64822500:66355000	18:67052500:67632500
18:67052500:67632500	18:67955000:68160000
18:67955000:68160000	18:70340000:70832500
18:70340000:70832500	18:71825000:72275000
18:71825000:72275000	18:72318750:73420000
18:72318750:73420000	18:73525000:74067500
18:73525000:74067500	18:74072500:74470000
18:74072500:74470000	18:76787500:77082500
18:76787500:77082500	18:77095000:77437500
18:77095000:77437500	18:77451875:78002755
18:77451875:78002755	19:1862500:2385625
19:1862500:2385625	19:2624375:2770000
19:2624375:2770000	19:3639375:4247500
19:3639375:4247500	19:6007500:6172500
19:6007500:6172500	19:9122500:9720000
19:9122500:9720000	19:9725000:10012500
19:9725000:10012500	19:11585625:12816875
19:11585625:12816875	19:13241875:13702500
19:13241875:13702500	19:14594375:14805000
19:14594375:14805000	19:14810000:15277500
19:14810000:15277500	19:15282500:15700000
19:15282500:15700000	19:15705000:16135000
19:15705000:16135000	19:16140000:16295625
19:16140000:16295625	19:18548750:19132500
19:18548750:19132500	19:19603750:20087500
19:19603750:20087500	19:21345000:22105000
19:21345000:22105000	19:23330000:25391250
19:23330000:25391250	19:28867500:29667500
19:28867500:29667500	19:30070000:30212500
19:30070000:30212500	19:30217500:30592500
19:30217500:30592500	19:31952500:32780000
19:31952500:32780000	19:32807500:33275625
19:32807500:33275625	19:33580000:33922500
19:33580000:33922500	19:34222500:34610000
19:34222500:34610000	19:36730000:37761250
19:36730000:37761250	19:37783750:38367500
19:37783750:38367500	19:38372500:38707500
19:38372500:38707500	19:39481250:39932500
19:39481250:39932500	19:40027500:40260000
19:40027500:40260000	19:41840000:42127500
19:41840000:42127500	19:42579375:42957500
19:42579375:42957500	19:44315000:45177500
19:44315000:45177500	19:46512500:46833750
19:46512500:46833750	19:46992500:47362500
19:46992500:47362500	19:47367500:47562500
19:47367500:47562500	19:47565000:47881250
19:47565000:47881250	19:48613125:48806250
19:48613125:48806250	19:49122500:49521250
19:49122500:49521250	19:49722500:50190000
19:49722500:50190000	19:55578125:56007500
19:55578125:56007500	19:56012500:56168125
19:56012500:56168125	19:56865000:57609375
19:56865000:57609375	19:57727500:59089047
19:57727500:59089047	2:13125:687500
2:13125:687500	2:696875:1847500
2:696875:1847500	2:2115000:3375000
2:2115000:3375000	2:3401250:3787500
2:3401250:3787500	2:3970000:5370000
2:3970000:5370000	2:6972500:7172500
2:6972500:7172500	2:7527500:8117500
2:7527500:8117500	2:8207500:8975000
2:8207500:8975000	2:9262500:9545000
2:9262500:9545000	2:9550000:9927500
2:9550000:9927500	2:9932500:10196250
2:9932500:10196250	2:10972500:11235000
2:10972500:11235000	2:11240000:11605000
2:11240000:11605000	2:11812500:11932500
2:11812500:11932500	2:11937500:13230000
2:11937500:13230000	2:16712500:16955000
2:16712500:16955000	2:16960000:17682500
2:16960000:17682500	2:17815000:18050000
2:17815000:18050000	2:18055000:18550000
2:18055000:18550000	2:20077500:20345000
2:20077500:20345000	2:20472500:20857500
2:20472500:20857500	2:20862500:21267500
2:20862500:21267500	2:23925000:24382500
2:23925000:24382500	2:24427500:24605000
2:24427500:24605000	2:24610000:25081875
2:24610000:25081875	2:25095000:25400625
2:25095000:25400625	2:27150000:27577500
2:27150000:27577500	2:27650000:27902500
2:27650000:27902500	2:27907500:28757500
2:27907500:28757500	2:28762500:28977500
2:28762500:28977500	2:29010000:29172500
2:29010000:29172500	2:29177500:29452500
2:29177500:29452500	2:30272500:30935000
2:30272500:30935000	2:30940000:31817500
2:30940000:31817500	2:32815000:34040000
2:32815000:34040000	2:35982500:36397500
2:35982500:36397500	2:36555000:37095000
2:36555000:37095000	2:37115000:37322500
2:37115000:37322500	2:37575000:38232500
2:37575000:38232500	2:38537500:38762500
2:38537500:38762500	2:38767500:38982500
2:38767500:38982500	2:39245000:39470000
2:39245000:39470000	2:39475000:40110000
2:39475000:40110000	2:40212500:40842500
2:40212500:40842500	2:41220000:42027500
2:41220000:42027500	2:42032500:42297500
2:42032500:42297500	2:42302500:42607500
2:42302500:42607500	2:43030000:43472500
2:43030000:43472500	2:43477500:43888750
2:43477500:43888750	2:44607500:45202500
2:44607500:45202500	2:45270000:45762500
2:45270000:45762500	2:45795000:46215000
2:45795000:46215000	2:46230000:46657500
2:46230000:46657500	2:46662500:46890000
2:46662500:46890000	2:47140000:47580000
2:47140000:47580000	2:47622500:48012500
2:47622500:48012500	2:48017500:48340000
2:48017500:48340000	2:48345000:48825000
2:48345000:48825000	2:49777500:50505000
2:49777500:50505000	2:50515000:50772500
2:50515000:50772500	2:53902500:54662500
2:53902500:54662500	2:54720000:54942500
2:54720000:54942500	2:55227500:55922500
2:55227500:55922500	2:56492500:57745000
2:56492500:57745000	2:57780000:58480000
2:57780000:58480000	2:59215000:59512500
2:59215000:59512500	2:59517500:60052500
2:59517500:60052500	2:60100000:60925000
2:60100000:60925000	2:62130000:62652500
2:62130000:62652500	2:62657500:63040000
2:62657500:63040000	2:63112500:63317500
2:63112500:63317500	2:63355000:63803750
2:63355000:63803750	2:63836875:64112500
2:63836875:64112500	2:64157500:64557500
2:64157500:64557500	2:64562500:64740000
2:64562500:64740000	2:65475000:65842500
2:65475000:65842500	2:68255000:68555000
2:68255000:68555000	2:68591250:68677500
2:68591250:68677500	2:68682500:69257500
2:68682500:69257500	2:69277500:69557500
2:69277500:69557500	2:69592500:69942500
2:69592500:69942500	2:69947500:70112500
2:69947500:70112500	2:70117500:70532500
2:70117500:70532500	2:71258750:71772500
2:71258750:71772500	2:71777500:72972500
2:71777500:72972500	2:73187500:73435000
2:73187500:73435000	2:73440000:73950000
2:73440000:73950000	2:73955000:74655000
2:73955000:74655000	2:74667500:74883750
2:74667500:74883750	2:74891875:75127500
2:74891875:75127500	2:75132500:75957500
2:75132500:75957500	2:81725000:82042500
2:81725000:82042500	2:82772500:83145000
2:82772500:83145000	2:83402500:84042500
2:83402500:84042500	2:85542500:85843750
2:85542500:85843750	2:86032500:86415000
2:86032500:86415000	2:86420000:87368125
2:86420000:87368125	2:87989375:88465000
