1:3830000:4395000	1:4682500:5295625
12:112282500:112528125	12:112657500:112922500
12:112657500:112922500	12:114407500:115012500
12:114407500:115012500	12:115514375:116357500
12:115514375:116357500	12:116362500:116766250
12:116362500:116766250	12:116807500:117177500
12:116807500:117177500	12:117222500:117657500
12:117222500:117657500	12:117685000:118338750
12:117685000:118338750	12:118375000:118892500
12:118375000:118892500	12:120330000:120647500
12:120330000:120647500	12:121760000:121903125
12:121760000:121903125	12:122346250:122467500
12:122346250:122467500	12:122695000:123260000
12:122695000:123260000	12:123447500:123742500
12:123447500:123742500	12:123747500:124210625
12:123747500:124210625	12:124217500:124507500
12:124217500:124507500	12:124512500:125365625
12:124512500:125365625	12:127537500:127965000
12:127537500:127965000	12:130487500:131005000
12:130487500:131005000	12:133416875:133829088
12:133416875:133829088	13:19278750:20048750
13:19278750:20048750	13:20142500:20742500
13:20142500:20742500	13:20747500:21055000
13:20747500:21055000	13:21060000:21530000
13:21060000:21530000	13:22160000:23051875
13:22160000:23051875	13:23153750:23505625
13:23153750:23505625	13:25160000:25371250
13:25160000:25371250	13:25995000:26707500
13:25995000:26707500	13:27541875:27927500
13:27541875:27927500	13:27932500:28587500
13:27932500:28587500	13:28592500:28882500
13:28592500:28882500	13:28887500:29472500
13:28887500:29472500	13:29592500:29967500
13:29592500:29967500	13:30026875:30685000
13:30026875:30685000	13:30690000:31465000
13:30690000:31465000	13:32882500:33142500
13:32882500:33142500	13:33147500:33242500
13:33147500:33242500	13:33672500:34515000
13:33672500:34515000	13:34567500:35892500
13:34567500:35892500	13:36800000:37697500
13:36800000:37697500	13:39527500:40207500
13:39527500:40207500	13:40225000:41332500
13:40225000:41332500	13:41452500:41637500
13:41452500:41637500	13:41907500:42242500
13:41907500:42242500	13:42247500:42847500
13:42247500:42847500	13:42892500:43175000
13:42892500:43175000	13:43340000:43682500
13:43340000:43682500	13:43697500:44447500
13:43697500:44447500	13:44452500:45040000
13:44452500:45040000	13:45045000:45572500
13:45045000:45572500	13:45577500:45915000
13:45577500:45915000	13:45925000:46093125
13:45925000:46093125	13:46720000:46995000
13:46720000:46995000	13:47009375:47477500
13:47009375:47477500	13:47507500:48437500
13:47507500:48437500	13:48450000:48862500
13:48450000:48862500	13:48877500:49162500
13:48877500:49162500	13:49167500:49377500
13:49167500:49377500	13:49862500:50217500
13:49862500:50217500	13:50227500:50445000
13:50227500:50445000	13:50450000:51697500
13:50450000:51697500	13:51922500:52422500
13:51922500:52422500	13:52427500:52825000
13:52427500:52825000	13:52865000:53088125
13:52865000:53088125	13:57730000:58922500
13:57730000:58922500	13:59862500:60100000
13:59862500:60100000	13:60210000:61255000
13:60210000:61255000	13:63885000:64379375
13:63885000:64379375	13:64407500:64852500
13:64407500:64852500	13:73257500:74287500
13:73257500:74287500	13:75857500:76087500
13:75857500:76087500	13:76462500:77127500
13:76462500:77127500	13:77232500:77550000
13:77232500:77550000	13:77562500:77782500
13:77562500:77782500	13:77822500:78087500
13:77822500:78087500	13:78152500:78362500
13:78152500:78362500	13:78407500:78705000
13:78407500:78705000	13:79982500:80302500
13:79982500:80302500	13:81636875:82350000
13:81636875:82350000	13:87602500:87787500
13:87602500:87787500	13:94630000:95065000
13:94630000:95065000	13:95070000:95302500
13:95070000:95302500	13:95307500:96147500
13:95307500:96147500	13:99047500:99432500
13:99047500:99432500	13:99450000:99805000
13:99450000:99805000	13:99912500:100097500
13:99912500:100097500	13:101407500:101800000
13:101407500:101800000	13:101847500:102615000
13:101847500:102615000	13:103202500:103572500
13:103202500:103572500	13:105432500:105975000
13:105432500:105975000	13:107802500:108657500
13:107802500:108657500	13:108680000:108827500
13:108680000:108827500	13:109607500:110852500
13:109607500:110852500	13:111087500:111540000
13:111087500:111540000	13:111700000:112177500
13:111700000:112177500	13:112468750:113143750
13:112468750:113143750	13:113694375:114095000
13:113694375:114095000	13:114717500:115099914
13:114717500:115099914	14:19366875:20725625
14:19366875:20725625	14:20747500:21165000
14:20747500:21165000	14:21455000:21605000
14:21455000:21605000	14:21652500:22067500
14:21652500:22067500	14:23037500:23404375
14:23037500:23404375	14:23410000:23577500
14:23410000:23577500	14:23937500:24027500
14:23937500:24027500	14:24032500:24422500
14:24032500:24422500	14:25187500:25632500
14:25187500:25632500	14:27177500:27407500
14:27177500:27407500	14:31007500:31300000
14:31007500:31300000	14:32280000:32997500
14:32280000:32997500	14:34297500:34810000
14:34297500:34810000	14:34975000:35507500
14:34975000:35507500	14:35590000:35937500
14:35590000:35937500	14:35952500:36320000
14:35952500:36320000	14:36325000:36872500
14:36325000:36872500	14:39497500:39970000
14:39497500:39970000	14:39980000:41008125
14:39980000:41008125	14:45322500:45825000
14:45322500:45825000	14:50732500:51005000
14:50732500:51005000	14:51010000:51367500
14:51010000:51367500	14:51382500:51550000
14:51382500:51550000	14:51657500:52236875
14:51657500:52236875	14:52803750:53000000
14:52803750:53000000	14:53012500:53262500
14:53012500:53262500	14:53837500:54797500
14:53837500:54797500	14:55445000:55632500
14:55445000:55632500	14:55647500:55910000
14:55647500:55910000	14:55915000:56142500
14:55915000:56142500	14:56147500:56942500
14:56147500:56942500	14:57157500:58005000
14:57157500:58005000	14:58257500:58505000
14:58257500:58505000	14:58552500:58900000
14:58552500:58900000	14:58915000:59570000
14:58915000:59570000	14:59575000:60062500
14:59575000:60062500	14:60392500:60512500
14:60392500:60512500	14:60517500:60665000
14:60517500:60665000	14:61057500:61717500
14:61057500:61717500	14:62367500:62647500
14:62367500:62647500	14:62661250:63802500
14:62661250:63802500	14:63807500:64250000
14:63807500:64250000	14:64786250:65122500
14:64786250:65122500	14:65247500:65475000
14:65247500:65475000	14:65582500:66617500
14:65582500:66617500	14:68296250:69324375
14:68296250:69324375	14:69330000:69592500
14:69330000:69592500	14:69687500:69982500
14:69687500:69982500	14:70047500:70265000
14:70047500:70265000	14:70270000:70705000
14:70270000:70705000	14:71025000:71272500
14:71025000:71272500	14:71277500:71562500
14:71277500:71562500	14:71572500:72327500
14:71572500:72327500	14:72407500:72842500
14:72407500:72842500	14:72915000:73440000
14:72915000:73440000	14:74170000:74552500
14:74170000:74552500	14:75392500:75577500
14:75392500:75577500	14:75582500:75782500
14:75582500:75782500	14:75787500:76145000
14:75787500:76145000	14:76150000:76492500
14:76150000:76492500	14:76502500:76917500
14:76502500:76917500	14:77257500:77613750
14:77257500:77613750	14:77656250:78312500
14:77656250:78312500	14:78317500:79205000
14:78317500:79205000	14:81362500:81707500
14:81362500:81707500	14:81745000:82142500
14:81745000:82142500	14:82860000:84035000
14:82860000:84035000	14:86352500:86742500
14:86352500:86742500	14:87017500:87610000
14:87017500:87610000	14:88357500:88912500
14:88357500:88912500	14:88967500:89420000
14:88967500:89420000	14:89462500:90397500
14:89462500:90397500	14:90730000:91285000
14:90730000:91285000	14:91290000:91647500
14:91290000:91647500	14:91777500:91912500
14:91777500:91912500	14:92067500:92585000
14:92067500:92585000	14:92590000:93348125
14:92590000:93348125	14:93376250:93657500
14:93376250:93657500	14:95517500:95677500
14:95517500:95677500	14:95852500:96010000
14:95852500:96010000	14:96020000:96462500
14:96020000:96462500	14:96515000:96752500
14:96515000:96752500	14:96757500:96935000
14:96757500:96935000	14:97202500:97610000
14:97202500:97610000	14:97615000:98050000
14:97615000:98050000	14:98055000:98432500
14:98055000:98432500	14:98437500:98585000
14:98437500:98585000	14:98590000:99880000
14:98590000:99880000	14:100107500:100402500
14:100107500:100402500	14:100422500:100775000
14:100422500:100775000	14:100842500:101160000
14:100842500:101160000	14:101165000:102125000
14:101165000:102125000	14:102135000:102412500
14:102135000:102412500	14:102417500:102812500
14:102417500:102812500	14:104547500:105196250
14:104547500:105196250	14:106398750:106835000
14:106398750:106835000	14:106875000:107276677
14:106875000:107276677	15:22721250:23334375
15:22721250:23334375	15:23525000:24505000
15:23525000:24505000	15:25466875:25760000
15:25466875:25760000	15:25875000:26550000
15:25875000:26550000	15:29387500:29852500
15:29387500:29852500	15:30007500:30512500
15:30007500:30512500	15:30787500:31432500
15:30787500:31432500	15:31437500:31968125
15:31437500:31968125	15:31999375:32566250
15:31999375:32566250	15:33207500:34157500
15:33207500:34157500	15:34315000:34515000
15:34315000:34515000	15:34915000:35310000
15:34915000:35310000	15:35315000:35742500
15:35315000:35742500	15:38697500:39030000
15:38697500:39030000	15:40067500:40292500
15:40067500:40292500	15:40297500:40602500
15:40297500:40602500	15:40635000:40755625
15:40635000:40755625	15:40805000:41117500
15:40805000:41117500	15:42275000:42450000
15:42275000:42450000	15:44116875:44475000
15:44116875:44475000	15:44550000:44832500
15:44550000:44832500	15:44847500:45242500
15:44847500:45242500	15:46675000:47365000
15:46675000:47365000	15:48997500:49477500
15:48997500:49477500	15:49484375:49767500
15:49484375:49767500	15:51432500:51855000
15:51432500:51855000	15:51895000:52085000
15:51895000:52085000	15:52567500:53112500
15:52567500:53112500	15:54205000:55398125
15:54205000:55398125	15:55857500:56727500
15:55857500:56727500	15:56732500:57700000
15:56732500:57700000	15:57832500:58362500
15:57832500:58362500	15:58472500:59186250
15:58472500:59186250	15:59243125:59952500
15:59243125:59952500	15:59972500:60632500
15:59972500:60632500	15:60637500:60757500
15:60637500:60757500	15:60762500:61402500
15:60762500:61402500	15:61600000:62112500
15:61600000:62112500	15:62117500:62457500
15:62117500:62457500	15:63259375:63567500
15:63259375:63567500	15:63587500:63717500
15:63587500:63717500	15:63727500:63892500
15:63727500:63892500	15:63907500:64027500
15:63907500:64027500	15:64032500:64457500
15:64032500:64457500	15:64662500:65027500
15:64662500:65027500	15:65032500:65312500
15:65032500:65312500	15:65317500:65605000
15:65317500:65605000	15:66658750:66857500
15:66658750:66857500	15:66862500:67085000
15:66862500:67085000	15:67157500:67630000
15:67157500:67630000	15:67700000:68155000
15:67700000:68155000	15:68335000:68532500
15:68335000:68532500	15:69252500:69715000
15:69252500:69715000	15:69747500:71127500
15:69747500:71127500	15:72027500:72470000
15:72027500:72470000	15:72475000:72587500
15:72475000:72587500	15:72592500:72962500
15:72592500:72962500	15:73082500:73565000
15:73082500:73565000	15:73837500:74112500
15:73837500:74112500	15:74391250:74637500
15:74391250:74637500	15:74642500:74897500
15:74642500:74897500	15:74902500:75305000
15:74902500:75305000	15:75310000:75555000
15:75310000:75555000	15:75585000:75991250
15:75585000:75991250	15:76014375:76250000
15:76014375:76250000	15:77182500:77380000
15:77182500:77380000	15:77395000:78092500
15:77395000:78092500	15:78195625:78512500
15:78195625:78512500	15:79517500:80120000
15:79517500:80120000	15:80135000:80600000
15:80135000:80600000	15:80672500:81257500
15:80672500:81257500	15:81732500:82737500
15:81732500:82737500	15:83052500:83750000
15:83052500:83750000	15:83896250:84900625
15:83896250:84900625	15:84947500:85472500
15:84947500:85472500	15:86282500:86392500
15:86282500:86392500	15:86397500:87510000
15:86397500:87510000	15:87892500:88860000
15:87892500:88860000	15:88897500:89407500
15:88897500:89407500	15:91580625:92227500
15:91580625:92227500	15:92232500:92738750
15:92232500:92738750	15:93285000:93585000
15:93285000:93585000	15:93945000:94522500
15:93945000:94522500	15:94680000:95087500
15:94680000:95087500	15:95776875:96840000
15:95776875:96840000	15:98385000:98825000
15:98385000:98825000	15:98972500:99655000
15:98972500:99655000	15:99767500:100372500
15:99767500:100372500	15:100390000:100877500
15:100390000:100877500	15:100882500:101190000
15:100882500:101190000	15:101577500:101827500
15:101577500:101827500	15:101832500:102402500
15:101832500:102402500	16:2286875:2610000
16:2286875:2610000	16:3187500:3562500
16:3187500:3562500	16:3716250:3946250
16:3716250:3946250	16:3990000:4346250
16:3990000:4346250	16:9302500:10332500
16:9302500:10332500	16:10342500:10886250
16:10342500:10886250	16:11007500:11482500
16:11007500:11482500	16:11607500:12115000
16:11607500:12115000	16:12167500:12492500
16:12167500:12492500	16:12517500:13042500
16:12517500:13042500	16:13085000:13952500
16:13085000:13952500	16:13975000:14325000
16:13975000:14325000	16:14330000:14841250
16:14330000:14841250	16:15410625:15825000
16:15410625:15825000	16:15892500:16435625
16:15892500:16435625	16:16716875:17235000
16:16716875:17235000	16:17245000:18329375
16:17245000:18329375	16:18638125:18890000
16:18638125:18890000	16:18991875:19466250
16:18991875:19466250	16:19572500:19945000
16:19572500:19945000	16:21182500:21412500
16:21182500:21412500	16:21763750:22330625
16:21763750:22330625	16:22550625:23097500
16:22550625:23097500	16:24515000:24888125
16:24515000:24888125	16:28110000:28382500
16:28110000:28382500	16:28769375:29055000
16:28769375:29055000	16:30300625:30781875
16:30300625:30781875	16:31160000:31488125
16:31160000:31488125	16:31503125:32351250
16:31503125:32351250	16:32465000:32988125
16:32465000:32988125	16:34083125:38077500
16:34083125:38077500	16:43672500:46953750
16:43672500:46953750	16:47031875:48240000
16:47031875:48240000	16:48245000:48732500
16:48245000:48732500	16:49397500:49997500
16:49397500:49997500	16:51200000:52073125
16:51200000:52073125	16:52237500:52985000
16:52237500:52985000	16:53030000:53580000
16:53030000:53580000	16:53585000:53942500
16:53585000:53942500	16:55875000:56382500
16:55875000:56382500	16:58552500:58820000
16:58552500:58820000	16:58832500:59735000
16:58832500:59735000	16:60282500:60555000
16:60282500:60555000	16:60562500:60742500
16:60562500:60742500	16:66418750:66865000
16:66418750:66865000	16:66920000:67232500
16:66920000:67232500	16:67260000:67497500
16:67260000:67497500	16:67502500:67695625
16:67502500:67695625	16:67832500:67986250
16:67832500:67986250	16:67998750:68120000
16:67998750:68120000	16:68390000:68557500
16:68390000:68557500	16:69197500:69350000
16:69197500:69350000	16:69387500:70157500
16:69387500:70157500	16:70858125:71272500
16:70858125:71272500	16:71432500:71553750
16:71432500:71553750	16:71770000:72150000
16:71770000:72150000	16:73380000:74315000
16:73380000:74315000	16:74387500:74727500
16:74387500:74727500	16:74992500:75183750
16:74992500:75183750	16:75191250:75480000
16:75191250:75480000	16:75875000:77192500
16:75875000:77192500	16:77197500:77675000
16:77197500:77675000	16:77680000:78047500
16:77680000:78047500	16:79920000:80480000
16:79920000:80480000	16:80520000:81005000
16:80520000:81005000	16:81167500:81822500
16:81167500:81822500	16:81845000:82287500
16:81845000:82287500	16:82467500:83802500
16:82467500:83802500	16:83872500:84238125
16:83872500:84238125	16:84507500:84777500
16:84507500:84777500	16:84782500:85167500
16:84782500:85167500	16:85251250:85720000
16:85251250:85720000	16:85835000:86127500
16:85835000:86127500	16:86170000:87335000
16:86170000:87335000	16:88848125:89292500
16:88848125:89292500	16:89297500:89666250
16:89297500:89666250	17:10000:612500
17:10000:612500	17:1112500:1475000
17:1112500:1475000	17:1957500:2272500
17:1957500:2272500	17:2736250:2932500
17:2736250:2932500	17:2953750:3557500
17:2953750:3557500	17:3742500:4025000
17:3742500:4025000	17:4608750:4786250
17:4608750:4786250	17:5070000:5450000
17:5070000:5450000	17:5480000:6365625
17:5480000:6365625	17:6807500:6932500
17:6807500:6932500	17:6937500:7097500
17:6937500:7097500	17:7607500:7967500
17:7607500:7967500	17:8237500:8965000
17:8237500:8965000	17:10463750:10810000
17:10463750:10810000	17:11832500:12125000
17:11832500:12125000	17:14217500:14985000
17:14217500:14985000	17:15162500:15532500
17:15162500:15532500	17:16728125:17227500
17:16728125:17227500	17:17232500:17548750
17:17232500:17548750	17:17556250:18045625
17:17556250:18045625	17:18492500:18977500
17:18492500:18977500	17:19082500:19872500
17:19082500:19872500	17:20020000:20277500
17:20020000:20277500	17:20629375:21202500
17:20629375:21202500	17:21220000:21593125
17:21220000:21593125	17:24517500:26000625
17:24517500:26000625	17:26006875:26232500
17:26006875:26232500	17:26992500:27282500
17:26992500:27282500	17:27287500:27450000
17:27287500:27450000	17:27877500:28117500
17:27877500:28117500	17:28122500:28417500
17:28122500:28417500	17:28422500:29052500
17:28422500:29052500	17:29900000:30325625
17:29900000:30325625	17:31097500:31325000
17:31097500:31325000	17:31330000:32390000
17:31330000:32390000	17:32712500:33252500
17:32712500:33252500	17:33257500:33435000
17:33257500:33435000	17:34742500:35725625
17:34742500:35725625	17:35741250:36428125
17:35741250:36428125	17:36912500:37345000
17:36912500:37345000	17:37922500:38113125
17:37922500:38113125	17:38137500:38352500
17:38137500:38352500	17:38507500:38707500
17:38507500:38707500	17:38990000:39887500
17:38990000:39887500	17:40002500:40312500
17:40002500:40312500	17:41442500:41618750
17:41442500:41618750	17:41762500:41947500
17:41762500:41947500	17:43287500:43546250
17:43287500:43546250	17:43648750:44000000
17:43648750:44000000	17:44035000:44473750
17:44035000:44473750	17:45133750:45712500
17:45133750:45712500	17:46770000:47015000
17:46770000:47015000	17:47340000:47487500
17:47340000:47487500	17:47637500:47772500
17:47637500:47772500	17:47777500:47943750
17:47777500:47943750	17:48792500:49062500
17:48792500:49062500	17:49067500:49362500
17:49067500:49362500	17:50021250:50237500
17:50021250:50237500	17:52917500:53452500
17:52917500:53452500	17:53867500:54550000
17:53867500:54550000	17:54635000:54887500
17:54635000:54887500	17:55067500:55917500
17:55067500:55917500	17:55922500:56187500
17:55922500:56187500	17:56192500:56292500
17:56192500:56292500	17:56330000:56582500
17:56330000:56582500	17:56587500:57210000
17:56587500:57210000	17:57665000:58157500
17:57665000:58157500	17:58162500:58750000
17:58162500:58750000	17:58765000:59492500
17:58765000:59492500	17:59965000:60317500
17:59965000:60317500	17:60528750:61065000
17:60528750:61065000	17:61095000:61482500
17:61095000:61482500	17:61930000:62227500
17:61930000:62227500	17:62232500:62426250
17:62232500:62426250	17:62448750:62829375
17:62448750:62829375	17:62884375:63135000
17:62884375:63135000	17:64177500:65281875
17:64177500:65281875	17:65320000:65766875
17:65320000:65766875	17:66757500:67300000
17:66757500:67300000	17:67612500:68302500
17:67612500:68302500	17:70547500:71155625
17:70547500:71155625	17:71161875:71400000
17:71161875:71400000	17:71405000:72185000
17:71405000:72185000	17:72195000:72536250
17:72195000:72536250	17:72910000:73232500
17:72910000:73232500	17:73247500:73417500
17:73247500:73417500	17:73603750:73757500
17:73603750:73757500	17:74816875:75065000
17:74816875:75065000	17:75070000:75255000
17:75070000:75255000	17:75260000:75481250
17:75260000:75481250	17:75493750:75757500
17:75493750:75757500	17:75762500:76090000
17:75762500:76090000	17:76235000:76445625
17:76235000:76445625	17:76451875:77005000
17:76451875:77005000	17:77115000:77671875
17:77115000:77671875	17:77685625:77980000
17:77685625:77980000	17:78290000:79232500
17:78290000:79232500	18:687500:865000
18:687500:865000	18:2315000:2532500
18:2315000:2532500	18:2537500:2802500
18:2537500:2802500	18:3272500:3725000
18:3272500:3725000	18:3742500:4010000
18:3742500:4010000	18:4092500:4905625
18:4092500:4905625	18:5651250:6017500
18:5651250:6017500	18:8572500:9042500
18:8572500:9042500	18:9047500:9700000
18:9047500:9700000	18:9930000:10682500
18:9930000:10682500	18:10807500:11634375
18:10807500:11634375	18:11690000:12183750
18:11690000:12183750	18:12275000:12642500
18:12275000:12642500	18:12652500:12957500
18:12652500:12957500	18:13162500:13835000
18:13162500:13835000	18:13843750:14645000
18:13843750:14645000	18:17732500:18732500
18:17732500:18732500	18:18747500:19592500
18:18747500:19592500	18:20347500:21015000
18:20347500:21015000	18:21020000:21175000
18:21020000:21175000	18:21180000:21377500
18:21180000:21377500	18:21382500:21805000
18:21382500:21805000	18:22101875:22350000
18:22101875:22350000	18:23487500:24242500
18:23487500:24242500	18:27910000:28182500
18:27910000:28182500	18:28532500:29125000
18:28532500:29125000	18:29295625:29722500
18:29295625:29722500	18:29727500:30210000
18:29727500:30210000	18:32372500:32792500
18:32372500:32792500	18:32797500:32972500
18:32797500:32972500	18:32977500:33330000
18:32977500:33330000	18:33367500:33580000
18:33367500:33580000	18:33585000:33932500
18:33585000:33932500	18:37715000:39445000
18:37715000:39445000	18:39502500:39715000
18:39502500:39715000	18:40282500:40700000
18:40282500:40700000	18:42172500:43167500
18:42172500:43167500	18:43197500:43690000
18:43197500:43690000	18:43837500:44308750
18:43837500:44308750	18:44552500:44827500
18:44552500:44827500	18:44920000:45282500
18:44920000:45282500	18:45287500:45762500
18:45287500:45762500	18:47022500:47480000
18:47022500:47480000	18:48270000:48597500
18:48270000:48597500	18:48607500:48827500
18:48607500:48827500	18:51670000:51925000
18:51670000:51925000	18:52317500:52757500
18:52317500:52757500	18:52984375:54110000
18:52984375:54110000	18:54200000:54762500
18:54200000:54762500	18:56155000:56452500
18:56155000:56452500	18:56937500:57123750
18:56937500:57123750	18:57432500:57692500
18:57432500:57692500	18:57702500:58345000
18:57702500:58345000	18:58465000:59167500
18:58465000:59167500	18:59187500:59822500
18:59187500:59822500	18:59827500:59937500
18:59827500:59937500	18:59952500:60262500
18:59952500:60262500	18:60267500:60662500
18:60267500:60662500	18:60667500:61165000
18:60667500:61165000	18:61170000:61735000
18:61170000:61735000	18:64125000:64387500
18:64125000:64387500	18:64757500:66335000
18:64757500:66335000	18:67100000:67870000
18:67100000:67870000	18:68137500:68605000
18:68137500:68605000	18:68610000:69565000
18:68610000:69565000	18:69570000:69832500
18:69570000:69832500	18:70040000:70366875
18:70040000:70366875	18:72255000:73375000
18:72255000:73375000	18:73545000:74067500
18:73545000:74067500	18:74080000:74470000
18:74080000:74470000	18:74500000:75485000
18:74500000:75485000	18:77095000:77459375
18:77095000:77459375	18:77495000:78002849
18:77495000:78002849	19:6027500:6167500
19:6027500:6167500	19:8373125:8752500
19:8373125:8752500	19:9165000:9705000
19:9165000:9705000	19:9722500:9947500
19:9722500:9947500	19:15145000:15677500
19:15145000:15677500	19:15897500:16135000
19:15897500:16135000	19:16140000:16293125
19:16140000:16293125	19:16648750:16863750
19:16648750:16863750	19:18551250:19127500
19:18551250:19127500	19:21332500:22152500
19:21332500:22152500	19:23315000:25391250
19:23315000:25391250	19:26953750:27970625
19:26953750:27970625	19:31117500:31500000
19:31117500:31500000	19:32807500:33072500
19:32807500:33072500	19:33192500:33622500
19:33192500:33622500	19:33707500:33917500
19:33707500:33917500	19:34250000:34515000
19:34250000:34515000	19:35097500:35212500
19:35097500:35212500	19:36671250:37763125
19:36671250:37763125	19:37784375:38375000
19:37784375:38375000	19:38380000:38705000
19:38380000:38705000	19:39985000:40372500
19:39985000:40372500	19:40387500:40630000
19:40387500:40630000	19:41321875:41702500
19:41321875:41702500	19:41856250:42127500
19:41856250:42127500	19:42132500:42360000
19:42132500:42360000	19:43883125:44310000
19:43883125:44310000	19:44315000:45083125
19:44315000:45083125	19:47357500:47560000
19:47357500:47560000	19:47570000:47881250
19:47570000:47881250	19:47923750:48387500
19:47923750:48387500	19:50435000:50596250
19:50435000:50596250	19:51800000:52292500
19:51800000:52292500	19:52297500:52562500
19:52297500:52562500	19:52582500:52751250
19:52582500:52751250	19:52763750:53297500
19:52763750:53297500	19:53457500:54213750
19:53457500:54213750	19:55502500:55985625
19:55502500:55985625	19:56017500:56178125
19:56017500:56178125	19:56872500:57667500
19:56872500:57667500	19:57707500:59094733
19:57707500:59094733	2:13125:277500
2:13125:277500	2:292500:706875
2:292500:706875	2:743750:1724375
2:743750:1724375	2:1832500:2112500
2:1832500:2112500	2:3190000:3377500
2:3190000:3377500	2:3982500:5395000
2:3982500:5395000	2:6907500:7192500
2:6907500:7192500	2:7232500:9005000
2:7232500:9005000	2:10208750:10605000
2:10208750:10605000	2:10872500:11257500
2:10872500:11257500	2:11262500:11810000
2:11262500:11810000	2:11815000:11932500
2:11815000:11932500	2:11937500:12547500
2:11937500:12547500	2:12552500:13235000
2:12552500:13235000	2:13772500:14795000
2:13772500:14795000	2:15197500:15790000
2:15197500:15790000	2:15795000:16985000
2:15795000:16985000	2:17792500:18542500
2:17792500:18542500	2:18562500:19520000
2:18562500:19520000	2:19525000:20065000
2:19525000:20065000	2:20070000:20322500
2:20070000:20322500	2:20605000:20857500
2:20605000:20857500	2:20887500:21267500
2:20887500:21267500	2:22127500:23337500
2:22127500:23337500	2:23920000:24362500
2:23920000:24362500	2:24415000:24607500
2:24415000:24607500	2:24612500:25117500
2:24612500:25117500	2:25434375:25812500
2:25434375:25812500	2:26120000:26447500
2:26120000:26447500	2:26706875:27017500
2:26706875:27017500	2:27250000:27540000
2:27250000:27540000	2:27652500:27900000
2:27652500:27900000	2:27905000:28752500
2:27905000:28752500	2:28762500:29047500
2:28762500:29047500	2:29167500:29465000
2:29167500:29465000	2:29535000:30142500
2:29535000:30142500	2:30260000:30942500
2:30260000:30942500	2:30947500:31875000
2:30947500:31875000	2:32025000:32906250
2:32025000:32906250	2:35977500:37020000
2:35977500:37020000	2:37075000:37332500
2:37075000:37332500	2:37562500:38203750
2:37562500:38203750	2:38535000:38757500
2:38535000:38757500	2:38762500:39085000
2:38762500:39085000	2:39097500:39525000
2:39097500:39525000	2:39540000:39685000
2:39540000:39685000	2:40212500:41157500
2:40212500:41157500	2:41205000:41997500
2:41205000:41997500	2:42012500:42292500
2:42012500:42292500	2:42297500:42607500
2:42297500:42607500	2:42711250:43035000
2:42711250:43035000	2:43045000:43485000
2:43045000:43485000	2:43537500:43873125
2:43537500:43873125	2:44210000:44627500
2:44210000:44627500	2:44730000:45200000
2:44730000:45200000	2:45242500:45780000
2:45242500:45780000	2:45827500:46187500
2:45827500:46187500	2:46192500:46677500
2:46192500:46677500	2:46682500:47135000
2:46682500:47135000	2:47140000:47603125
2:47140000:47603125	2:47626250:47992500
2:47626250:47992500	2:47997500:48342500
2:47997500:48342500	2:48367500:48860000
2:48367500:48860000	2:53172500:53660000
2:53172500:53660000	2:53900000:54300000
2:53900000:54300000	2:54322500:54680000
2:54322500:54680000	2:54705000:54962500
2:54705000:54962500	2:55232500:55965000
2:55232500:55965000	2:57837500:58617500
2:57837500:58617500	2:59832500:60907500
2:59832500:60907500	2:60912500:61250000
2:60912500:61250000	2:61322500:62127500
2:61322500:62127500	2:62132500:62652500
2:62132500:62652500	2:62657500:63040000
2:62657500:63040000	2:63334375:63787500
2:63334375:63787500	2:63793125:64112500
2:63793125:64112500	2:64127500:64560000
2:64127500:64560000	2:64565000:64745000
2:64565000:64745000	2:64815000:65142500
2:64815000:65142500	2:65485000:65842500
2:65485000:65842500	2:66391875:68250000
2:66391875:68250000	2:68255000:68555000
2:68255000:68555000	2:68605000:69292500
2:68605000:69292500	2:69590000:69952500
2:69590000:69952500	2:69957500:70092500
2:69957500:70092500	2:70110000:70532500
2:70110000:70532500	2:70537500:70880000
2:70537500:70880000	2:70885000:71236250
2:70885000:71236250	2:73272500:73447500
2:73272500:73447500	2:73470000:73925000
2:73470000:73925000	2:73957500:74435000
2:73957500:74435000	2:74440000:74670000
2:74440000:74670000	2:74682500:74887500
2:74682500:74887500	2:74894375:75120000
2:74894375:75120000	2:75130000:75917500
2:75130000:75917500	2:82760000:83147500
2:82760000:83147500	2:84637500:85463750
2:84637500:85463750	2:85580000:85843750
2:85580000:85843750	2:85851250:86375000
2:85851250:86375000	2:86427500:87368125
2:86427500:87368125	2:87989375:88490625
2:87989375:88490625	2:94640000:96094375
2:94640000:96094375	2:96586250:97876250
2:96586250:97876250	2:97916250:98880625
2:97916250:98880625	2:99007500:99162500
2:99007500:99162500	2:99957500:100128750
2:99957500:100128750	2:100146250:101010000
2:100146250:101010000	2:101132500:101607500
2:101132500:101607500	2:101612500:101840000
2:101612500:101840000	2:102577500:103152500
2:102577500:103152500	2:105897500:106147500
2:105897500:106147500	2:106152500:107235000
2:106152500:107235000	2:107240000:108468750
2:107240000:108468750	2:108516250:109037500
2:108516250:109037500	2:109042500:109321250
2:109042500:109321250	2:109343750:110586250
2:109343750:110586250	2:111290000:112310000
2:111290000:112310000	2:112350000:112518750
2:112350000:112518750	2:112586250:112800000
2:112586250:112800000	2:112805000:113220000
2:112805000:113220000	2:113340000:113492500
2:113340000:113492500	2:113497500:113722500
2:113497500:113722500	2:113732500:114229375
2:113732500:114229375	2:114363125:114752500
2:114363125:114752500	2:118505000:118772500
2:118505000:118772500	2:118777500:118952500
