1:2112500:2342500	1:2697500:3357500
11:121127500:121502500	11:121507500:122075000
11:121507500:122075000	11:122080000:122447500
11:122080000:122447500	11:122742500:122942500
11:122742500:122942500	11:122947500:123160000
11:122947500:123160000	11:123165000:123457500
11:123165000:123457500	11:123462500:123607500
11:123462500:123607500	11:123915000:124270000
11:123915000:124270000	11:124275000:124502500
11:124275000:124502500	11:124517500:124715000
11:124517500:124715000	11:124815000:125027500
11:124815000:125027500	11:125032500:125318750
11:125032500:125318750	11:125485000:125755000
11:125485000:125755000	11:125760000:126165000
11:125760000:126165000	11:126380000:126897500
11:126380000:126897500	11:127867500:128850000
11:127867500:128850000	11:128892500:129242500
11:128892500:129242500	11:129247500:129632500
11:129247500:129632500	11:130285000:130792500
11:130285000:130792500	11:130797500:131560000
11:130797500:131560000	11:131565000:132052500
11:131565000:132052500	11:132197500:132912500
11:132197500:132912500	11:132950000:133785000
11:132950000:133785000	12:77500:312500
12:77500:312500	12:327500:485000
12:327500:485000	12:495000:662500
12:495000:662500	12:667500:867500
12:667500:867500	12:932500:1062500
12:932500:1062500	12:1207500:1727500
12:1207500:1727500	12:1732500:1907500
12:1732500:1907500	12:1912500:2097500
12:1912500:2097500	12:2110000:2905000
12:2110000:2905000	12:3157500:3392500
12:3157500:3392500	12:5212500:6082500
12:5212500:6082500	12:6157500:6422500
12:6157500:6422500	12:6981875:7277500
12:6981875:7277500	12:7345000:7845000
12:7345000:7845000	12:8794375:9205000
12:8794375:9205000	12:9215000:9440625
12:9215000:9440625	12:9461875:9630625
12:9461875:9630625	12:9721875:9882500
12:9721875:9882500	12:10375000:10725000
12:10375000:10725000	12:10730000:10910625
12:10730000:10910625	12:10916875:11657500
12:10916875:11657500	12:11662500:12217500
12:11662500:12217500	12:12222500:12502500
12:12222500:12502500	12:12507500:12912500
12:12507500:12912500	12:12924375:13410000
12:12924375:13410000	12:13415000:14337500
12:13415000:14337500	12:14342500:14872500
12:14342500:14872500	12:14877500:15167500
12:14877500:15167500	12:15172500:15422500
12:15172500:15422500	12:15427500:15672500
12:15427500:15672500	12:15707500:16090000
12:15707500:16090000	12:16120000:16545000
12:16120000:16545000	12:19837500:20817500
12:19837500:20817500	12:21845000:22183750
12:21845000:22183750	12:22191250:22652500
12:22191250:22652500	12:22670000:22835000
12:22670000:22835000	12:22967500:23295000
12:22967500:23295000	12:23322500:24102500
12:23322500:24102500	12:24212500:24987500
12:24212500:24987500	12:25126875:25322500
12:25126875:25322500	12:25327500:25550000
12:25327500:25550000	12:25555000:26202500
12:25555000:26202500	12:26207500:26857500
12:26207500:26857500	12:27165000:27480000
12:27165000:27480000	12:27562500:27867500
12:27562500:27867500	12:27977500:29205000
12:27977500:29205000	12:29210000:29537500
12:29210000:29537500	12:29562500:29947500
12:29562500:29947500	12:30070000:30767500
12:30070000:30767500	12:30780000:30990000
12:30780000:30990000	12:30995000:31422500
12:30995000:31422500	12:31530000:31792500
12:31530000:31792500	12:31797500:32195000
12:31797500:32195000	12:32205000:32502500
12:32205000:32502500	12:32507500:32897500
12:32507500:32897500	12:32902500:33085000
12:32902500:33085000	12:33090625:34263125
12:33090625:34263125	12:39315000:39689375
12:39315000:39689375	12:39698125:40091250
12:39698125:40091250	12:40103750:40390000
12:40103750:40390000	12:40520000:40803750
12:40520000:40803750	12:41592500:42107500
12:41592500:42107500	12:42117500:42502500
12:42117500:42502500	12:42507500:42835000
12:42507500:42835000	12:42870000:43930000
12:42870000:43930000	12:44122500:44317500
12:44122500:44317500	12:44322500:45497500
12:44322500:45497500	12:45502500:45817500
12:45502500:45817500	12:46395000:46722500
12:46395000:46722500	12:46740000:47077500
12:46740000:47077500	12:47082500:47417500
12:47082500:47417500	12:47422500:47815000
12:47422500:47815000	12:47820000:48070000
12:47820000:48070000	12:48352500:48580000
12:48352500:48580000	12:48585000:49112500
12:48585000:49112500	12:49117500:49217500
12:49117500:49217500	12:49452500:49647500
12:49452500:49647500	12:49670000:50022500
12:49670000:50022500	12:50027500:50120000
12:50027500:50120000	12:50242500:50475000
12:50242500:50475000	12:50825000:51147500
12:50825000:51147500	12:51152500:51427500
12:51152500:51427500	12:51450000:51793750
12:51450000:51793750	12:52455000:52732500
12:52455000:52732500	12:52737500:52962500
12:52737500:52962500	12:52967500:53420000
12:52967500:53420000	12:53700000:53830000
12:53700000:53830000	12:53925000:54075000
12:53925000:54075000	12:54145000:54597500
12:54145000:54597500	12:54602500:54967500
12:54602500:54967500	12:55557500:56047500
12:55557500:56047500	12:56136250:56445000
12:56136250:56445000	12:56885000:57072500
12:56885000:57072500	12:57127500:57462500
12:57127500:57462500	12:57902500:58150000
12:57902500:58150000	12:58155000:58337500
12:58155000:58337500	12:58342500:59612500
12:58342500:59612500	12:59717500:60277500
12:59717500:60277500	12:60302500:62407500
12:60302500:62407500	12:62756875:63197500
12:62756875:63197500	12:63202500:63485000
12:63202500:63485000	12:63490000:64026875
12:63490000:64026875	12:64212500:64797500
12:64212500:64797500	12:65677500:65927500
12:65677500:65927500	12:66522500:66805000
12:66522500:66805000	12:66810000:67175000
12:66810000:67175000	12:67642500:68602500
12:67642500:68602500	12:68607500:68720000
12:68607500:68720000	12:68725000:69140000
12:68725000:69140000	12:69752500:70070000
12:69752500:70070000	12:70087500:70897500
12:70087500:70897500	12:71770000:71952500
12:71770000:71952500	12:71970000:72152500
12:71970000:72152500	12:72157500:72347500
12:72157500:72347500	12:72702500:73840000
12:72702500:73840000	12:75030000:75717500
12:75030000:75717500	12:75892500:76442500
12:75892500:76442500	12:76447500:76747500
12:76447500:76747500	12:76752500:77005000
12:76752500:77005000	12:77470000:78312500
12:77470000:78312500	12:78317500:78527500
12:78317500:78527500	12:78532500:79856250
12:78532500:79856250	12:80742500:81190000
12:80742500:81190000	12:81195000:81769375
12:81195000:81769375	12:81802500:82757500
12:81802500:82757500	12:82857500:83980000
12:82857500:83980000	12:83996250:84967500
12:83996250:84967500	12:85227500:85482500
12:85227500:85482500	12:85715000:86372500
12:85715000:86372500	12:88410000:89392500
12:88410000:89392500	12:89397500:89897500
12:89397500:89897500	12:89932500:90512500
12:89932500:90512500	12:91335000:91742500
12:91335000:91742500	12:91920000:92172500
12:91920000:92172500	12:92177500:92535000
12:92177500:92535000	12:92540000:93072500
12:92540000:93072500	12:93162500:93327500
12:93162500:93327500	12:93332500:93845000
12:93332500:93845000	12:94515000:94697500
12:94515000:94697500	12:94947500:95187500
12:94947500:95187500	12:95417500:95632500
12:95417500:95632500	12:95680000:95977500
12:95680000:95977500	12:96420000:96617500
12:96420000:96617500	12:96622500:96945000
12:96622500:96945000	12:98797500:98920000
12:98797500:98920000	12:98925000:99132500
12:98925000:99132500	12:101162500:101712500
12:101162500:101712500	12:102317500:102477500
12:102317500:102477500	12:102535000:103235000
12:102535000:103235000	12:103240000:104030000
12:103240000:104030000	12:105632500:105795000
12:105632500:105795000	12:105800000:106598750
12:105800000:106598750	12:106735000:107430000
12:106735000:107430000	12:108052500:108307500
12:108052500:108307500	12:108600000:108937500
12:108600000:108937500	12:109852500:110015000
12:109852500:110015000	12:110020000:110335000
12:110020000:110335000	12:110545000:110844375
12:110545000:110844375	12:110873125:111050000
12:110873125:111050000	12:111055000:111335000
12:111055000:111335000	12:111345000:111756250
12:111345000:111756250	12:112037500:112267500
12:112037500:112267500	12:112337500:112858750
12:112337500:112858750	12:112876250:113337500
12:112876250:113337500	12:113882500:114402500
12:113882500:114402500	12:114407500:115012500
12:114407500:115012500	12:115090000:116370000
12:115090000:116370000	12:116375000:116702500
12:116375000:116702500	12:116707500:117177500
12:116707500:117177500	12:117182500:117622500
12:117182500:117622500	12:117627500:118366250
12:117627500:118366250	12:119557500:120105000
12:119557500:120105000	12:120535000:120645000
12:120535000:120645000	12:121183750:121461250
12:121183750:121461250	12:121468750:121727500
12:121468750:121727500	12:121767500:121920000
12:121767500:121920000	12:122345000:122480000
12:122345000:122480000	12:122697500:123080000
12:122697500:123080000	12:123092500:123267500
12:123092500:123267500	12:123450000:123742500
12:123450000:123742500	12:124234375:124497500
12:124234375:124497500	12:124507500:124865000
12:124507500:124865000	12:124916250:125425625
12:124916250:125425625	12:127525000:127925000
12:127525000:127925000	12:129011875:130517500
12:129011875:130517500	12:132451250:132641250
12:132451250:132641250	13:19273125:20095625
13:19273125:20095625	13:20742500:21055000
13:20742500:21055000	13:21060000:21502500
13:21060000:21502500	13:21507500:21775000
13:21507500:21775000	13:21827500:22182500
13:21827500:22182500	13:23922500:24482500
13:23922500:24482500	13:24530000:24911250
13:24530000:24911250	13:25142500:25307500
13:25142500:25307500	13:25607500:25967500
13:25607500:25967500	13:27507500:27927500
13:27507500:27927500	13:27932500:28590000
13:27932500:28590000	13:29430000:29975000
13:29430000:29975000	13:30007500:30285000
13:30007500:30285000	13:30290000:30700000
13:30290000:30700000	13:30705000:31180000
13:30705000:31180000	13:32375000:32567500
13:32375000:32567500	13:32572500:32897500
13:32572500:32897500	13:32902500:33147500
13:32902500:33147500	13:33152500:33262500
13:33152500:33262500	13:33272500:33595000
13:33272500:33595000	13:33782500:34122500
13:33782500:34122500	13:34140000:34412500
13:34140000:34412500	13:34455000:35802500
13:34455000:35802500	13:35860000:36407500
13:35860000:36407500	13:36462500:36832500
13:36462500:36832500	13:36837500:37630000
13:36837500:37630000	13:39537500:40247500
13:39537500:40247500	13:40607500:40965000
13:40607500:40965000	13:40970000:41357500
13:40970000:41357500	13:41477500:41637500
13:41477500:41637500	13:41642500:41807500
13:41642500:41807500	13:41897500:42222500
13:41897500:42222500	13:42227500:42847500
13:42227500:42847500	13:43132500:43515000
13:43132500:43515000	13:43576250:44457500
13:43576250:44457500	13:44462500:45042500
13:44462500:45042500	13:45047500:45567500
13:45047500:45567500	13:45572500:45950000
13:45572500:45950000	13:46112500:46330000
13:46112500:46330000	13:46365000:46605000
13:46365000:46605000	13:46617500:46722500
13:46617500:46722500	13:46727500:47047500
13:46727500:47047500	13:47052500:47347500
13:47052500:47347500	13:47370000:48502500
13:47370000:48502500	13:48647500:48872500
13:48647500:48872500	13:48877500:49162500
13:48877500:49162500	13:49167500:49347500
13:49167500:49347500	13:49352500:49660000
13:49352500:49660000	13:49870000:50217500
13:49870000:50217500	13:50222500:50448750
13:50222500:50448750	13:50456250:51107500
13:50456250:51107500	13:51112500:51682500
13:51112500:51682500	13:51687500:51945000
13:51687500:51945000	13:51950000:52425000
13:51950000:52425000	13:52869375:53085625
13:52869375:53085625	13:53131875:53397500
13:53131875:53397500	13:53412500:53625000
13:53412500:53625000	13:58092500:58967500
13:58092500:58967500	13:59072500:59880000
13:59072500:59880000	13:59885000:60247500
13:59885000:60247500	13:60302500:61155000
13:60302500:61155000	13:61160000:62097500
13:61160000:62097500	13:71767500:72542500
13:71767500:72542500	13:72547500:73287500
13:72547500:73287500	13:73357500:74307500
13:73357500:74307500	13:75837500:76217500
13:75837500:76217500	13:76232500:77095625
13:76232500:77095625	13:77217500:77572500
13:77217500:77572500	13:78152500:78335000
13:78152500:78335000	13:78340000:78707500
13:78340000:78707500	13:80952500:81630625
13:80952500:81630625	13:84485000:85412500
13:84485000:85412500	13:85417500:86622500
13:85417500:86622500	13:87407500:87977500
13:87407500:87977500	13:90432500:91672500
13:90432500:91672500	13:91687500:91982500
13:91687500:91982500	13:92422500:92862500
13:92422500:92862500	13:95067500:95290000
13:95067500:95290000	13:95302500:95772500
13:95302500:95772500	13:95805000:96135000
13:95805000:96135000	13:96140000:96542500
13:96140000:96542500	13:96660000:97605000
13:96660000:97605000	13:97610000:98451250
13:97610000:98451250	13:98597500:99032500
13:98597500:99032500	13:99810000:100092500
13:99810000:100092500	13:100097500:100265000
13:100097500:100265000	13:100270000:100545000
13:100270000:100545000	13:101365000:101712500
13:101365000:101712500	13:101792500:102757500
13:101792500:102757500	13:102762500:103207500
13:102762500:103207500	13:103212500:103555000
13:103212500:103555000	13:105232500:106190000
13:105232500:106190000	13:107200000:107740000
13:107200000:107740000	13:107807500:108827500
13:107807500:108827500	13:108832500:109550000
13:108832500:109550000	13:109555000:110782500
13:109555000:110782500	13:110860000:111085000
13:110860000:111085000	13:111090000:111235000
13:111090000:111235000	13:111240000:111568750
13:111240000:111568750	13:111576250:111717500
13:111576250:111717500	13:111730000:112005625
13:111730000:112005625	13:112468750:113130000
13:112468750:113130000	13:113272500:113565000
13:113272500:113565000	13:114717500:115099802
13:114717500:115099802	14:19374375:20747500
14:19374375:20747500	14:20762500:21075000
14:20762500:21075000	14:21165000:21455000
14:21165000:21455000	14:22040000:22577500
14:22040000:22577500	14:23022500:23132500
14:23022500:23132500	14:24707500:24792500
14:24707500:24792500	14:24797500:24917500
14:24797500:24917500	14:24922500:25152500
14:24922500:25152500	14:25157500:25642500
14:25157500:25642500	14:25997500:27487500
14:25997500:27487500	14:29134375:29978125
14:29134375:29978125	14:30012500:30775000
14:30012500:30775000	14:31102500:31385000
14:31102500:31385000	14:31632500:31887500
14:31632500:31887500	14:31917500:32372500
14:31917500:32372500	14:32390000:32732500
14:32390000:32732500	14:32737500:33032500
14:32737500:33032500	14:33037500:33175000
14:33037500:33175000	14:33180000:33422500
14:33180000:33422500	14:33427500:34292500
14:33427500:34292500	14:34297500:34802500
14:34297500:34802500	14:34817500:35021250
14:34817500:35021250	14:35582500:35900000
14:35582500:35900000	14:35905000:36337500
14:35905000:36337500	14:36342500:36872500
14:36342500:36872500	14:37667500:38355000
14:37667500:38355000	14:39160000:39537500
14:39160000:39537500	14:39542500:39945000
14:39542500:39945000	14:39975000:40970000
14:39975000:40970000	14:45347500:45775000
14:45347500:45775000	14:48400000:49980000
14:48400000:49980000	14:50267500:50587500
14:50267500:50587500	14:50732500:51007500
14:50732500:51007500	14:51412500:51715000
14:51412500:51715000	14:51720000:52246875
14:51720000:52246875	14:53785000:54850000
14:53785000:54850000	14:54865000:55372500
14:54865000:55372500	14:55465000:55655000
14:55465000:55655000	14:55660000:55872500
14:55660000:55872500	14:56132500:56955000
14:56132500:56955000	14:57010000:57922500
14:57010000:57922500	14:58665000:58892500
14:58665000:58892500	14:58897500:59572500
14:58897500:59572500	14:59577500:59957500
14:59577500:59957500	14:60037500:60412500
14:60037500:60412500	14:60820000:61052500
14:60820000:61052500	14:61057500:61747500
14:61057500:61747500	14:61752500:61912500
14:61752500:61912500	14:61917500:62360000
14:61917500:62360000	14:62365000:62632500
14:62365000:62632500	14:62658750:63815000
14:62658750:63815000	14:63820000:64257500
14:63820000:64257500	14:64262500:64785625
14:64262500:64785625	14:64791875:64992500
14:64791875:64992500	14:65242500:65382500
14:65242500:65382500	14:65621250:65880000
14:65621250:65880000	14:65885000:66617500
14:65885000:66617500	14:66787500:67810625
14:66787500:67810625	14:67816875:68221250
14:67816875:68221250	14:68296250:68702500
14:68296250:68702500	14:68707500:68827500
14:68707500:68827500	14:68832500:69316250
14:68832500:69316250	14:69322500:69597500
14:69322500:69597500	14:69682500:69962500
14:69682500:69962500	14:70047500:70252500
14:70047500:70252500	14:70257500:70530000
14:70257500:70530000	14:71052500:71272500
14:71052500:71272500	14:71277500:71460000
14:71277500:71460000	14:71505000:72257500
14:71505000:72257500	14:72332500:72930000
14:72332500:72930000	14:72942500:73457500
14:72942500:73457500	14:74175000:74525000
14:74175000:74525000	14:74530000:74782500
14:74530000:74782500	14:74797500:75292500
14:74797500:75292500	14:75297500:75577500
14:75297500:75577500	14:75582500:75777500
14:75582500:75777500	14:75782500:75972500
14:75782500:75972500	14:76142500:76480000
14:76142500:76480000	14:76485000:76925000
14:76485000:76925000	14:78290000:79177500
14:78290000:79177500	14:80590000:81382500
14:80590000:81382500	14:81387500:81692500
14:81387500:81692500	14:81697500:82005000
14:81697500:82005000	14:82010000:82467500
14:82010000:82467500	14:83580000:83992500
14:83580000:83992500	14:84017500:85597500
14:84017500:85597500	14:86002500:86537500
14:86002500:86537500	14:86542500:87487500
14:86542500:87487500	14:87627500:88106250
14:87627500:88106250	14:88197500:88380000
14:88197500:88380000	14:88385000:88655000
14:88385000:88655000	14:88660000:89067500
14:88660000:89067500	14:89120000:89477500
14:89120000:89477500	14:89887500:90402500
14:89887500:90402500	14:90407500:90720000
14:90407500:90720000	14:90730000:91292500
14:90730000:91292500	14:91782500:91907500
14:91782500:91907500	14:92025000:92523125
14:92025000:92523125	14:92567500:92887500
14:92567500:92887500	14:92925000:93223750
14:92925000:93223750	14:93262500:93667500
14:93262500:93667500	14:93682500:94037500
14:93682500:94037500	14:94107500:94392500
14:94107500:94392500	14:95517500:95895000
14:95517500:95895000	14:95900000:96007500
14:95900000:96007500	14:96012500:96490000
14:96012500:96490000	14:96525000:96755000
14:96525000:96755000	14:96760000:96995000
14:96760000:96995000	14:97607500:98240000
14:97607500:98240000	14:98557500:99360000
14:98557500:99360000	14:99365000:99845000
14:99365000:99845000	14:100108750:100417500
14:100108750:100417500	14:100422500:100692500
14:100422500:100692500	14:100842500:101160000
14:100842500:101160000	14:101218750:102145000
14:101218750:102145000	14:102157500:102412500
14:102157500:102412500	14:103541875:103787500
14:103541875:103787500	14:104547500:105152500
14:104547500:105152500	14:106874375:107276678
14:106874375:107276678	15:22721250:23229375
15:22721250:23229375	15:25535000:25755000
15:25535000:25755000	15:25780000:26252500
15:25780000:26252500	15:28905000:29807500
15:28905000:29807500	15:30005000:30513125
15:30005000:30513125	15:30789375:31448750
15:30789375:31448750	15:31456250:31812500
15:31456250:31812500	15:31996875:32566250
15:31996875:32566250	15:32798750:33292500
15:32798750:33292500	15:33297500:33520000
15:33297500:33520000	15:33525000:34337500
15:33525000:34337500	15:34342500:34520000
15:34342500:34520000	15:34877500:35277500
15:34877500:35277500	15:35282500:35757500
15:35282500:35757500	15:35780000:36055000
15:35780000:36055000	15:36060000:36785000
15:36060000:36785000	15:36797500:37592500
15:36797500:37592500	15:38257500:38732500
15:38257500:38732500	15:38737500:39002500
15:38737500:39002500	15:40317500:40590000
15:40317500:40590000	15:40978750:41187500
15:40978750:41187500	15:41712500:42126250
15:41712500:42126250	15:42260000:42465000
15:42260000:42465000	15:42470000:42947500
15:42470000:42947500	15:42952500:43482500
15:42952500:43482500	15:43487500:43705000
15:43487500:43705000	15:44116875:44552500
15:44116875:44552500	15:44557500:44832500
15:44557500:44832500	15:44930000:45115625
15:44930000:45115625	15:45757500:45990000
15:45757500:45990000	15:45995000:47365000
15:45995000:47365000	15:47370000:48615000
15:47370000:48615000	15:48620000:49097500
15:48620000:49097500	15:49272500:49455625
15:49272500:49455625	15:49464375:49720000
15:49464375:49720000	15:49725000:50457500
15:49725000:50457500	15:50732500:51210000
15:50732500:51210000	15:51927500:52095000
15:51927500:52095000	15:52100000:52257500
15:52100000:52257500	15:52262500:52532500
15:52262500:52532500	15:52575000:53055000
15:52575000:53055000	15:53060000:54090000
15:53060000:54090000	15:54192500:54777500
15:54192500:54777500	15:55480000:55583750
15:55480000:55583750	15:56755000:57102500
15:56755000:57102500	15:57172500:57617500
15:57172500:57617500	15:57622500:57840000
15:57622500:57840000	15:58367500:58505000
15:58367500:58505000	15:59245000:59422500
15:59245000:59422500	15:59445000:59822500
15:59445000:59822500	15:59837500:59967500
15:59837500:59967500	15:59972500:60552500
15:59972500:60552500	15:60632500:60832500
15:60632500:60832500	15:60837500:61397500
15:60837500:61397500	15:61560000:62135000
15:61560000:62135000	15:62615000:63085000
15:62615000:63085000	15:63112500:63400000
15:63112500:63400000	15:63410000:63567500
15:63410000:63567500	15:63572500:63765000
15:63572500:63765000	15:63787500:63905000
15:63787500:63905000	15:63910000:64027500
15:63910000:64027500	15:64032500:64457500
15:64032500:64457500	15:64462500:64687500
15:64462500:64687500	15:64692500:64962500
15:64692500:64962500	15:65320000:65462500
15:65320000:65462500	15:65467500:65597500
15:65467500:65597500	15:65835000:66202500
15:65835000:66202500	15:66255000:66636250
15:66255000:66636250	15:66658750:66842500
15:66658750:66842500	15:66847500:67157500
15:66847500:67157500	15:67162500:67530000
15:67162500:67530000	15:67612500:67737500
15:67612500:67737500	15:67742500:68122500
15:67742500:68122500	15:68127500:68500000
15:68127500:68500000	15:68692500:68835625
15:68692500:68835625	15:68985000:69227500
15:68985000:69227500	15:69247500:69747500
15:69247500:69747500	15:69752500:70377500
15:69752500:70377500	15:70382500:70920000
15:70382500:70920000	15:70950000:71117500
15:70950000:71117500	15:72107500:72482500
15:72107500:72482500	15:72592500:72926250
15:72592500:72926250	15:72948750:73510000
15:72948750:73510000	15:73542500:73842500
15:73542500:73842500	15:73847500:74255000
15:73847500:74255000	15:74391250:74640000
15:74391250:74640000	15:74645000:74922500
15:74645000:74922500	15:74927500:75250000
15:74927500:75250000	15:75310000:75570000
15:75310000:75570000	15:75593750:75990000
15:75593750:75990000	15:76011250:76460625
15:76011250:76460625	15:76466875:76642500
15:76466875:76642500	15:76648125:77182500
15:76648125:77182500	15:77900000:78201875
15:77900000:78201875	15:79595000:80092500
15:79595000:80092500	15:80692500:81277500
15:80692500:81277500	15:81282500:81388125
15:81282500:81388125	15:81712500:82737500
15:81712500:82737500	15:83052500:83677500
15:83052500:83677500	15:83682500:83825000
15:83682500:83825000	15:83895000:84115000
15:83895000:84115000	15:84312500:84985000
15:84312500:84985000	15:85045000:85472500
15:85045000:85472500	15:85719375:86015000
15:85719375:86015000	15:86020000:86283125
15:86020000:86283125	15:86397500:87502500
15:86397500:87502500	15:87527500:87852500
15:87527500:87852500	15:88117500:88927500
15:88117500:88927500	15:89133750:89432500
15:89133750:89432500	15:89887500:90195625
15:89887500:90195625	15:90201875:90432500
15:90201875:90432500	15:90447500:90682500
15:90447500:90682500	15:90837500:91175000
15:90837500:91175000	15:91180000:91487500
15:91180000:91487500	15:91580625:91827500
15:91580625:91827500	15:91832500:92387500
15:91832500:92387500	15:93310000:93567500
15:93310000:93567500	15:93572500:93887500
15:93572500:93887500	15:93942500:94682500
15:93942500:94682500	15:94687500:94875000
15:94687500:94875000	15:95227500:95775625
15:95227500:95775625	15:96322500:96862500
15:96322500:96862500	15:96880000:97812500
15:96880000:97812500	15:97817500:98395000
15:97817500:98395000	15:98400000:98827500
15:98400000:98827500	15:98970000:99632500
15:98970000:99632500	15:99847500:100342500
15:99847500:100342500	15:100467500:100875000
15:100467500:100875000	15:100880000:101142500
15:100880000:101142500	15:101147500:101445000
15:101147500:101445000	15:101450000:101550000
15:101450000:101550000	15:101577500:101822500
15:101577500:101822500	15:101827500:102402500
15:101827500:102402500	16:1357500:1835000
16:1357500:1835000	16:1862500:2051250
16:1862500:2051250	16:2292500:2611875
16:2292500:2611875	16:3192500:3542500
16:3192500:3542500	16:3727500:3943125
16:3727500:3943125	16:3971250:4430000
16:3971250:4430000	16:4781875:5149375
16:4781875:5149375	16:5156875:5628125
16:5156875:5628125	16:5671875:6697500
16:5671875:6697500	16:6702500:8572500
16:6702500:8572500	16:9257500:10335000
16:9257500:10335000	16:10340000:10607500
16:10340000:10607500	16:10612500:10822500
16:10612500:10822500	16:10827500:11030000
16:10827500:11030000	16:11035000:11472500
16:11035000:11472500	16:12161875:12435000
16:12161875:12435000	16:12495000:12947500
16:12495000:12947500	16:13022500:13972500
16:13022500:13972500	16:15407500:15817500
16:15407500:15817500	16:15822500:16435625
16:15822500:16435625	16:18905000:19527500
16:18905000:19527500	16:19572500:19907500
16:19572500:19907500	16:19912500:20573125
16:19912500:20573125	16:20591250:20745000
16:20591250:20745000	16:20750000:21132500
16:20750000:21132500	16:21150000:21414375
16:21150000:21414375	16:21518125:21742500
16:21518125:21742500	16:21808750:22212500
16:21808750:22212500	16:22550625:23122500
16:22550625:23122500	16:23635000:24047500
16:23635000:24047500	16:24052500:24537500
16:24052500:24537500	16:25282500:25737500
16:25282500:25737500	16:25782500:27103125
16:25782500:27103125	16:27132500:27485000
16:27132500:27485000	16:27587500:28112500
16:27587500:28112500	16:28117500:28383125
16:28117500:28383125	16:30301250:30667500
16:30301250:30667500	16:31122500:31495000
16:31122500:31495000	16:34163750:38077500
16:34163750:38077500	16:48202500:48687500
16:48202500:48687500	16:48692500:49422500
16:48692500:49422500	16:50402500:50867500
16:50402500:50867500	16:52122500:53065000
16:52122500:53065000	16:53070000:53245000
16:53070000:53245000	16:53257500:53547500
16:53257500:53547500	16:53962500:55350000
16:53962500:55350000	16:55912500:56417500
16:55912500:56417500	16:56885000:56982500
16:56885000:56982500	16:57129375:57320000
16:57129375:57320000	16:57325000:57557500
16:57325000:57557500	16:57765000:57935000
16:57765000:57935000	16:59945000:60297500
16:59945000:60297500	16:60755000:60955000
16:60755000:60955000	16:61529375:62282500
16:61529375:62282500	16:63887500:64907500
16:63887500:64907500	16:66420000:66640000
16:66420000:66640000	16:66645000:66912500
16:66645000:66912500	16:66940000:67218125
16:66940000:67218125	16:67552500:67695625
16:67552500:67695625	16:68377500:68557500
16:68377500:68557500	16:68893750:69172500
16:68893750:69172500	16:69177500:69350000
16:69177500:69350000	16:69365000:70090000
16:69365000:70090000	16:71780000:72027500
16:71780000:72027500	16:72085000:72517500
16:72085000:72517500	16:72522500:72837500
16:72522500:72837500	16:72852500:73300000
16:72852500:73300000	16:73345000:74330000
16:73345000:74330000	16:74350000:74692500
16:74350000:74692500	16:75024375:75187500
16:75024375:75187500	16:75194375:75492500
16:75194375:75492500	16:75755000:77227500
16:75755000:77227500	16:77232500:77652500
16:77232500:77652500	16:77672500:78135000
16:77672500:78135000	16:78717500:79267500
16:78717500:79267500	16:80557500:81022500
16:80557500:81022500	16:81795000:81950625
16:81795000:81950625	16:83693750:83947500
16:83693750:83947500	16:84248125:84532500
16:84248125:84532500	16:84780000:85116250
16:84780000:85116250	16:85825000:86065000
16:85825000:86065000	16:86070000:86577500
16:86070000:86577500	16:86582500:87347500
16:86582500:87347500	16:88897500:89292500
16:88897500:89292500	16:89311875:89666250
16:89311875:89666250	16:89718750:90152500
16:89718750:90152500	17:10000:165000
17:10000:165000	17:242500:630000
17:242500:630000	17:1547500:1714375
17:1547500:1714375	17:1957500:2272500
17:1957500:2272500	17:2714375:2925000
17:2714375:2925000	17:2930000:3603750
17:2930000:3603750	17:4077500:4315000
17:4077500:4315000	17:4607500:4793750
17:4607500:4793750	17:5147500:5380000
17:5147500:5380000	17:5480000:6358750
17:5480000:6358750	17:6366250:6547500
17:6366250:6547500	17:6932500:7190625
17:6932500:7190625	17:8267500:8935000
17:8267500:8935000	17:9163750:9482500
17:9163750:9482500	17:9812500:10275000
17:9812500:10275000	17:10762500:11875000
17:10762500:11875000	17:12103750:12922500
17:12103750:12922500	17:13172500:13477500
17:13172500:13477500	17:15156250:15500000
17:15156250:15500000	17:15902500:16105000
17:15902500:16105000	17:16437500:16636250
17:16437500:16636250	17:17217500:17565000
17:17217500:17565000	17:17775000:18037500
17:17775000:18037500	17:19872500:20273750
17:19872500:20273750	17:21017500:21202500
17:21017500:21202500	17:21207500:21593750
17:21207500:21593750	17:24519375:25672500
17:24519375:25672500	17:25677500:25942500
17:25677500:25942500	17:26092500:26217500
17:26092500:26217500	17:26222500:26680000
17:26222500:26680000	17:27037500:27275000
17:27037500:27275000	17:27280000:27460000
17:27280000:27460000	17:27892500:28110000
17:27892500:28110000	17:28427500:29080000
17:28427500:29080000	17:29857500:30305000
17:29857500:30305000	17:31092500:31297500
17:31092500:31297500	17:31312500:32055000
17:31312500:32055000	17:32082500:32492500
17:32082500:32492500	17:32497500:32727500
17:32497500:32727500	17:33305000:33472500
17:33305000:33472500	17:33477500:33912500
17:33477500:33912500	17:33917500:34167500
17:33917500:34167500	17:34817500:35740000
17:34817500:35740000	17:35767500:36002500
17:35767500:36002500	17:36007500:36428750
17:36007500:36428750	17:37385000:37682500
17:37385000:37682500	17:38116875:38345000
17:38116875:38345000	17:38350000:38450000
17:38350000:38450000	17:38942500:39832500
17:38942500:39832500	17:40010000:40267500
